T (K);H (kJ/kmol)
249,95;-78059,82964
250;-78057,19195
250,05;-78054,59614
250,1;-78051,95845
250,15;-78049,36264
250,2;-78046,72495
250,25;-78044,08727
250,3;-78041,49145
250,35;-78038,85377
250,4;-78036,25795
250,45;-78033,66214
250,5;-78031,02445
250,55;-78028,42864
250,6;-78025,79095
250,65;-78023,19514
250,7;-78020,59932
250,75;-78018,0035
250,8;-78015,36582
250,85;-78012,77
250,9;-78010,17419
250,95;-78007,57837
251;-78004,94069
251,05;-78002,34487
251,1;-77999,74906
251,15;-77997,15324
251,2;-77994,55742
251,25;-77991,96161
251,3;-77989,36579
251,35;-77986,76998
251,4;-77984,17416
251,45;-77981,57834
251,5;-77978,98253
251,55;-77976,38671
251,6;-77973,7909
251,65;-77971,19508
251,7;-77968,59926
251,75;-77966,00345
251,8;-77963,40763
251,85;-77960,85368
251,9;-77958,25787
251,95;-77955,66205
252;-77953,06624
252,05;-77950,51229
252,1;-77947,91647
252,15;-77945,32066
252,2;-77942,76671
252,25;-77940,17089
252,3;-77937,57508
252,35;-77935,02113
252,4;-77932,42531
252,45;-77929,8295
252,5;-77927,27555
252,55;-77924,67973
252,6;-77922,12578
252,65;-77919,52997
252,7;-77916,97602
252,75;-77914,3802
252,8;-77911,82626
252,85;-77909,27231
252,9;-77906,67649
252,95;-77904,12254
253;-77901,5686
253,05;-77898,97278
253,1;-77896,41883
253,15;-77893,86488
253,2;-77891,26907
253,25;-77888,71512
253,3;-77886,16117
253,35;-77883,60722
253,4;-77881,05328
253,45;-77878,45746
253,5;-77875,90351
253,55;-77873,34956
253,6;-77870,79562
253,65;-77868,24167
253,7;-77865,68772
253,75;-77863,13377
253,8;-77860,57982
253,85;-77858,02588
253,9;-77855,47193
253,95;-77852,91798
254;-77850,36403
254,05;-77847,81008
254,1;-77845,25614
254,15;-77842,70219
254,2;-77840,14824
254,25;-77837,59429
254,3;-77835,04034
254,35;-77832,52826
254,4;-77829,97432
254,45;-77827,42037
254,5;-77824,86642
254,55;-77822,35434
254,6;-77819,80039
254,65;-77817,24644
254,7;-77814,6925
254,75;-77812,18042
254,8;-77809,62647
254,85;-77807,11439
254,9;-77804,56044
254,95;-77802,00649
255;-77799,49441
255,05;-77796,94046
255,1;-77794,42838
255,15;-77791,87444
255,2;-77789,36236
255,25;-77786,80841
255,3;-77784,29633
255,35;-77781,74238
255,4;-77779,2303
255,45;-77776,67635
255,5;-77774,16427
255,55;-77771,65219
255,6;-77769,09824
255,65;-77766,58616
255,7;-77764,07408
255,75;-77761,52014
255,8;-77759,00806
255,85;-77756,49598
255,9;-77753,94203
255,95;-77751,42995
256;-77748,91787
256,05;-77746,40579
256,1;-77743,89371
256,15;-77741,33976
256,2;-77738,82768
256,25;-77736,3156
256,3;-77733,80352
256,35;-77731,29144
256,4;-77728,77936
256,45;-77726,26728
256,5;-77723,7552
256,55;-77721,24312
256,6;-77718,73104
256,65;-77716,21896
256,7;-77713,70688
256,75;-77711,1948
256,8;-77708,68272
256,85;-77706,17064
256,9;-77703,65856
256,95;-77701,14648
257;-77698,6344
257,05;-77696,12232
257,1;-77693,65211
257,15;-77691,14003
257,2;-77688,62795
257,25;-77686,11587
257,3;-77683,60379
257,35;-77681,13358
257,4;-77678,6215
257,45;-77676,10942
257,5;-77673,6392
257,55;-77671,12712
257,6;-77668,61504
257,65;-77666,14483
257,7;-77663,63275
257,75;-77661,12067
257,8;-77658,65046
257,85;-77656,13838
257,9;-77653,66817
257,95;-77651,15609
258;-77648,64401
258,05;-77646,1738
258,1;-77643,66172
258,15;-77641,1915
258,2;-77638,67942
258,25;-77636,20921
258,3;-77633,739
258,35;-77631,22692
258,4;-77628,75671
258,45;-77626,24463
258,5;-77623,77442
258,55;-77621,3042
258,6;-77618,79212
258,65;-77616,32191
258,7;-77613,8517
258,75;-77611,33962
258,8;-77608,86941
258,85;-77606,3992
258,9;-77603,88712
258,95;-77601,4169
259;-77598,94669
259,05;-77596,47648
259,1;-77594,00627
259,15;-77591,49419
259,2;-77589,02398
259,25;-77586,55376
259,3;-77584,08355
259,35;-77581,61334
259,4;-77579,14313
259,45;-77576,67292
259,5;-77574,2027
259,55;-77571,73249
259,6;-77569,26228
259,65;-77566,79207
259,7;-77564,32186
259,75;-77561,85164
259,8;-77559,38143
259,85;-77556,91122
259,9;-77554,44101
259,95;-77551,9708
260;-77549,50058
260,05;-77547,03037
260,1;-77544,56016
260,15;-77542,08995
260,2;-77539,61974
260,25;-77537,19139
260,3;-77534,72118
260,35;-77532,25097
260,4;-77529,78076
260,45;-77527,31054
260,5;-77524,8822
260,55;-77522,41199
260,6;-77519,94178
260,65;-77517,47156
260,7;-77515,04322
260,75;-77512,57301
260,8;-77510,1028
260,85;-77507,67445
260,9;-77505,20424
260,95;-77502,73403
261;-77500,30568
261,05;-77497,83547
261,1;-77495,40713
261,15;-77492,93692
261,2;-77490,4667
261,25;-77488,03836
261,3;-77485,56815
261,35;-77483,1398
261,4;-77480,66959
261,45;-77478,24125
261,5;-77475,77104
261,55;-77473,34269
261,6;-77470,87248
261,65;-77468,44414
261,7;-77466,01579
261,75;-77463,54558
261,8;-77461,11724
261,85;-77458,64702
261,9;-77456,21868
261,95;-77453,79034
262;-77451,32012
262,05;-77448,89178
262,1;-77446,46344
262,15;-77443,99322
262,2;-77441,56488
262,25;-77439,13654
262,3;-77436,70819
262,35;-77434,23798
262,4;-77431,80964
262,45;-77429,38129
262,5;-77426,95295
262,55;-77424,5246
262,6;-77422,05439
262,65;-77419,62605
262,7;-77417,1977
262,75;-77414,76936
262,8;-77412,34102
262,85;-77409,91267
262,9;-77407,48433
262,95;-77405,05598
263;-77402,62764
263,05;-77400,15743
263,1;-77397,72908
263,15;-77395,30074
263,2;-77392,8724
263,25;-77390,44405
263,3;-77388,01571
263,35;-77385,58736
263,4;-77383,15902
263,45;-77380,77254
263,5;-77378,3442
263,55;-77375,91586
263,6;-77373,48751
263,65;-77371,05917
263,7;-77368,63082
263,75;-77366,20248
263,8;-77363,77414
263,85;-77361,34579
263,9;-77358,95932
263,95;-77356,53097
264;-77354,10263
264,05;-77351,67428
264,1;-77349,24594
264,15;-77346,85946
264,2;-77344,43112
264,25;-77342,00278
264,3;-77339,6163
264,35;-77337,18796
264,4;-77334,75961
264,45;-77332,33127
264,5;-77329,94479
264,55;-77327,51645
264,6;-77325,0881
264,65;-77322,70163
264,7;-77320,27328
264,75;-77317,88681
264,8;-77315,45846
264,85;-77313,03012
264,9;-77310,64364
264,95;-77308,2153
265;-77305,82882
265,05;-77303,40048
265,1;-77301,014
265,15;-77298,58566
265,2;-77296,19918
265,25;-77293,77084
265,3;-77291,38436
265,35;-77288,95602
265,4;-77286,56954
265,45;-77284,1412
265,5;-77281,75472
265,55;-77279,36825
265,6;-77276,9399
265,65;-77274,55343
265,7;-77272,12508
265,75;-77269,73861
265,8;-77267,35213
265,85;-77264,92379
265,9;-77262,53731
265,95;-77260,15084
266;-77257,72249
266,05;-77255,33602
266,1;-77252,94954
266,15;-77250,56306
266,2;-77248,13472
266,25;-77245,74824
266,3;-77243,36177
266,35;-77240,97529
266,4;-77238,54695
266,45;-77236,16047
266,5;-77233,774
266,55;-77231,38752
266,6;-77229,00104
266,65;-77226,5727
266,7;-77224,18622
266,75;-77221,79975
266,8;-77219,41327
266,85;-77217,0268
266,9;-77214,64032
266,95;-77212,25384
267;-77209,86737
267,05;-77207,48089
267,1;-77205,09442
267,15;-77202,70794
267,2;-77200,32146
267,25;-77197,93499
267,3;-77195,54851
267,35;-77193,16204
267,4;-77190,77556
267,45;-77188,38908
267,5;-77186,00261
267,55;-77183,61613
267,6;-77181,22966
267,65;-77178,84318
267,7;-77176,4567
267,75;-77174,07023
267,8;-77171,68375
267,85;-77169,29728
267,9;-77166,9108
267,95;-77164,56619
268;-77162,17972
268,05;-77159,79324
268,1;-77157,40676
268,15;-77155,02029
268,2;-77152,67568
268,25;-77150,2892
268,3;-77147,90273
268,35;-77145,51625
268,4;-77143,12978
268,45;-77140,78517
268,5;-77138,39869
268,55;-77136,01222
268,6;-77133,66761
268,65;-77131,28113
268,7;-77128,89466
268,75;-77126,50818
268,8;-77124,16357
268,85;-77121,7771
268,9;-77119,39062
268,95;-77117,04601
269;-77114,65954
269,05;-77112,31493
269,1;-77109,92845
269,15;-77107,54198
269,2;-77105,19737
269,25;-77102,81089
269,3;-77100,46628
269,35;-77098,07981
269,4;-77095,7352
269,45;-77093,34872
269,5;-77091,00412
269,55;-77088,61764
269,6;-77086,27303
269,65;-77083,88656
269,7;-77081,54195
269,75;-77079,15547
269,8;-77076,81086
269,85;-77074,42439
269,9;-77072,07978
269,95;-77069,6933
270;-77067,3487
270,05;-77065,00409
270,1;-77062,61761
270,15;-77060,273
270,2;-77057,88653
270,25;-77055,54192
270,3;-77053,19731
270,35;-77050,81084
270,4;-77048,46623
270,45;-77046,12162
270,5;-77043,73514
270,55;-77041,39054
270,6;-77039,04593
270,65;-77036,65945
270,7;-77034,31484
270,75;-77031,97024
270,8;-77029,62563
270,85;-77027,23915
270,9;-77024,89454
270,95;-77022,54994
271;-77020,20533
271,05;-77017,86072
271,1;-77015,47424
271,15;-77013,12964
271,2;-77010,78503
271,25;-77008,44042
271,3;-77006,09581
271,35;-77003,7512
271,4;-77001,36473
271,45;-76999,02012
271,5;-76996,67551
271,55;-76994,3309
271,6;-76991,9863
271,65;-76989,64169
271,7;-76987,29708
271,75;-76984,95247
271,8;-76982,60786
271,85;-76980,26326
271,9;-76977,91865
271,95;-76975,57404
272;-76973,22943
272,05;-76970,88482
272,1;-76968,54022
272,15;-76966,19561
272,2;-76963,851
272,25;-76961,50639
272,3;-76959,16178
272,35;-76956,81718
272,4;-76954,47257
272,45;-76952,12796
272,5;-76949,78335
272,55;-76947,43874
272,6;-76945,09414
272,65;-76942,74953
272,7;-76940,40492
272,75;-76938,10218
272,8;-76935,75757
272,85;-76933,41296
272,9;-76931,06836
272,95;-76928,72375
273;-76926,37914
273,05;-76924,03453
273,1;-76921,73179
273,15;-76919,38718
273,2;-76917,04258
273,25;-76914,69797
273,3;-76912,39523
273,35;-76910,05062
273,4;-76907,70601
273,45;-76905,3614
273,5;-76903,0168
273,55;-76900,71406
273,6;-76898,36945
273,65;-76896,02484
273,7;-76893,7221
273,75;-76891,37749
273,8;-76889,03288
273,85;-76886,73014
273,9;-76884,38554
273,95;-76882,04093
274;-76879,73819
274,05;-76877,39358
274,1;-76875,04897
274,15;-76872,74623
274,2;-76870,40162
274,25;-76868,09888
274,3;-76865,75428
274,35;-76863,40967
274,4;-76861,10693
274,45;-76858,76232
274,5;-76856,45958
274,55;-76854,11497
274,6;-76851,81223
274,65;-76849,46762
274,7;-76847,16488
274,75;-76844,82028
274,8;-76842,51754
274,85;-76840,17293
274,9;-76837,87019
274,95;-76835,52558
275;-76833,22284
275,05;-76830,87823
275,1;-76828,57549
275,15;-76826,23088
275,2;-76823,92814
275,25;-76821,58354
275,3;-76819,2808
275,35;-76816,97806
275,4;-76814,63345
275,45;-76812,33071
275,5;-76809,9861
275,55;-76807,68336
275,6;-76805,38062
275,65;-76803,03601
275,7;-76800,73327
275,75;-76798,43053
275,8;-76796,08592
275,85;-76793,78318
275,9;-76791,48044
275,95;-76789,13584
276;-76786,8331
276,05;-76784,53036
276,1;-76782,18575
276,15;-76779,88301
276,2;-76777,58027
276,25;-76775,27753
276,3;-76772,93292
276,35;-76770,63018
276,4;-76768,32744
276,45;-76766,0247
276,5;-76763,68009
276,55;-76761,37735
276,6;-76759,07461
276,65;-76756,77187
276,7;-76754,46913
276,75;-76752,12452
276,8;-76749,82178
276,85;-76747,51904
276,9;-76745,2163
276,95;-76742,91356
277;-76740,61082
277,05;-76738,30808
277,1;-76735,96348
277,15;-76733,66074
277,2;-76731,358
277,25;-76729,05526
277,3;-76726,75252
277,35;-76724,44978
277,4;-76722,14704
277,45;-76719,8443
277,5;-76717,54156
277,55;-76715,23882
277,6;-76712,93608
277,65;-76710,63334
277,7;-76708,3306
277,75;-76706,02786
277,8;-76703,72512
277,85;-76701,42238
277,9;-76699,11964
277,95;-76696,8169
278;-76694,51416
278,05;-76692,21142
278,1;-76689,90868
278,15;-76687,60594
278,2;-76685,3032
278,25;-76683,00046
278,3;-76680,69772
278,35;-76678,39498
278,4;-76676,09224
278,45;-76673,7895
278,5;-76671,48676
278,55;-76669,18402
278,6;-76666,92314
278,65;-76664,6204
278,7;-76662,31766
278,75;-76660,01492
278,8;-76657,71218
278,85;-76655,40944
278,9;-76653,1067
278,95;-76650,84583
279;-76648,54309
279,05;-76646,24035
279,1;-76643,93761
279,15;-76641,63487
279,2;-76639,33213
279,25;-76637,07126
279,3;-76634,76852
279,35;-76632,46578
279,4;-76630,16304
279,45;-76627,90217
279,5;-76625,59943
279,55;-76623,29669
279,6;-76620,99395
279,65;-76618,73308
279,7;-76616,43034
279,75;-76614,1276
279,8;-76611,82486
279,85;-76609,56398
279,9;-76607,26124
279,95;-76604,9585
280;-76602,69763
280,05;-76600,39489
280,1;-76598,09215
280,15;-76595,83128
280,2;-76593,52854
280,25;-76591,2258
280,3;-76588,96493
280,35;-76586,66219
280,4;-76584,40132
280,45;-76582,09858
280,5;-76579,79584
280,55;-76577,53496
280,6;-76575,23222
280,65;-76572,97135
280,7;-76570,66861
280,75;-76568,36587
280,8;-76566,105
280,85;-76563,80226
280,9;-76561,54139
280,95;-76559,23865
281;-76556,97778
281,05;-76554,67504
281,1;-76552,41416
281,15;-76550,11142
281,2;-76547,85055
281,25;-76545,54781
281,3;-76543,28694
281,35;-76540,9842
281,4;-76538,72333
281,45;-76536,42059
281,5;-76534,15972
281,55;-76531,85698
281,6;-76529,5961
281,65;-76527,29336
281,7;-76525,03249
281,75;-76522,72975
281,8;-76520,46888
281,85;-76518,20801
281,9;-76515,90527
281,95;-76513,6444
282;-76511,34166
282,05;-76509,08078
282,1;-76506,81991
282,15;-76504,51717
282,2;-76502,2563
282,25;-76499,99543
282,3;-76497,69269
282,35;-76495,43182
282,4;-76493,12908
282,45;-76490,8682
282,5;-76488,60733
282,55;-76486,30459
282,6;-76484,04372
282,65;-76481,78285
282,7;-76479,52198
282,75;-76477,21924
282,8;-76474,95836
282,85;-76472,69749
282,9;-76470,39475
282,95;-76468,13388
283;-76465,87301
283,05;-76463,61214
283,1;-76461,3094
283,15;-76459,04852
283,2;-76456,78765
283,25;-76454,52678
283,3;-76452,22404
283,35;-76449,96317
283,4;-76447,7023
283,45;-76445,44142
283,5;-76443,18055
283,55;-76440,87781
283,6;-76438,61694
283,65;-76436,35607
283,7;-76434,0952
283,75;-76431,83432
283,8;-76429,53158
283,85;-76427,27071
283,9;-76425,00984
283,95;-76422,74897
284;-76420,4881
284,05;-76418,22722
284,1;-76415,96635
284,15;-76413,70548
284,2;-76411,40274
284,25;-76409,14187
284,3;-76406,881
284,35;-76404,62012
284,4;-76402,35925
284,45;-76400,09838
284,5;-76397,83751
284,55;-76395,57664
284,6;-76393,31576
284,65;-76391,05489
284,7;-76388,79402
284,75;-76386,53315
284,8;-76384,27228
284,85;-76382,0114
284,9;-76379,70866
284,95;-76377,44779
285;-76375,18692
285,05;-76372,92605
285,1;-76370,66518
285,15;-76368,4043
285,2;-76366,14343
285,25;-76363,88256
285,3;-76361,66356
285,35;-76359,40268
285,4;-76357,14181
285,45;-76354,88094
285,5;-76352,62007
285,55;-76350,3592
285,6;-76348,09832
285,65;-76345,83745
285,7;-76343,57658
285,75;-76341,31571
285,8;-76339,05484
285,85;-76336,79396
285,9;-76334,53309
285,95;-76332,27222
286;-76330,01135
286,05;-76327,79234
286,1;-76325,53147
286,15;-76323,2706
286,2;-76321,00973
286,25;-76318,74886
286,3;-76316,48798
286,35;-76314,22711
286,4;-76312,00811
286,45;-76309,74724
286,5;-76307,48636
286,55;-76305,22549
286,6;-76302,96462
286,65;-76300,70375
286,7;-76298,48474
286,75;-76296,22387
286,8;-76293,963
286,85;-76291,70213
286,9;-76289,44126
286,95;-76287,22225
287;-76284,96138
287,05;-76282,70051
287,1;-76280,43964
287,15;-76278,17876
287,2;-76275,95976
287,25;-76273,69889
287,3;-76271,43802
287,35;-76269,17714
287,4;-76266,95814
287,45;-76264,69727
287,5;-76262,4364
287,55;-76260,21739
287,6;-76257,95652
287,65;-76255,69565
287,7;-76253,43478
287,75;-76251,21577
287,8;-76248,9549
287,85;-76246,69403
287,9;-76244,47502
287,95;-76242,21415
288;-76239,95328
288,05;-76237,73428
288,1;-76235,4734
288,15;-76233,21253
288,2;-76230,99353
288,25;-76228,73266
288,3;-76226,47178
288,35;-76224,25278
288,4;-76221,99191
288,45;-76219,7729
288,5;-76217,51203
288,55;-76215,25116
288,6;-76213,03216
288,65;-76210,77128
288,7;-76208,55228
288,75;-76206,29141
288,8;-76204,03054
288,85;-76201,81153
288,9;-76199,55066
288,95;-76197,33166
289;-76195,07078
289,05;-76192,85178
289,1;-76190,59091
289,15;-76188,3719
289,2;-76186,11103
289,25;-76183,85016
289,3;-76181,63116
289,35;-76179,37028
289,4;-76177,15128
289,45;-76174,89041
289,5;-76172,6714
289,55;-76170,41053
289,6;-76168,19153
289,65;-76165,93066
289,7;-76163,71165
289,75;-76161,45078
289,8;-76159,23178
289,85;-76156,9709
289,9;-76154,7519
289,95;-76152,5329
290;-76150,27202
290,05;-76148,05302
290,1;-76145,79215
290,15;-76143,57314
290,2;-76141,31227
290,25;-76139,09327
290,3;-76136,8324
290,35;-76134,61339
290,4;-76132,39439
290,45;-76130,13352
290,5;-76127,91451
290,55;-76125,65364
290,6;-76123,43464
290,65;-76121,21563
290,7;-76118,95476
290,75;-76116,73576
290,8;-76114,47488
290,85;-76112,25588
290,9;-76110,03688
290,95;-76107,776
291;-76105,557
291,05;-76103,338
291,1;-76101,07712
291,15;-76098,85812
291,2;-76096,63912
291,25;-76094,37824
291,3;-76092,15924
291,35;-76089,94024
291,4;-76087,67936
291,45;-76085,46036
291,5;-76083,24136
291,55;-76080,98048
291,6;-76078,76148
291,65;-76076,54248
291,7;-76074,32347
291,75;-76072,0626
291,8;-76069,8436
291,85;-76067,62459
291,9;-76065,36372
291,95;-76063,14472
292;-76060,92571
292,05;-76058,70671
292,1;-76056,44584
292,15;-76054,22683
292,2;-76052,00783
292,25;-76049,78882
292,3;-76047,52795
292,35;-76045,30895
292,4;-76043,08994
292,45;-76040,87094
292,5;-76038,65194
292,55;-76036,39106
292,6;-76034,17206
292,65;-76031,95306
292,7;-76029,73405
292,75;-76027,51505
292,8;-76025,25418
292,85;-76023,03517
292,9;-76020,81617
292,95;-76018,59716
293;-76016,37816
293,05;-76014,15916
293,1;-76011,89828
293,15;-76009,67928
293,2;-76007,46028
293,25;-76005,24127
293,3;-76003,02227
293,35;-76000,80326
293,4;-75998,58426
293,45;-75996,32339
293,5;-75994,10438
293,55;-75991,88538
293,6;-75989,66638
293,65;-75987,44737
293,7;-75985,22837
293,75;-75983,00936
293,8;-75980,79036
293,85;-75978,57136
293,9;-75976,35235
293,95;-75974,09148
294;-75971,87248
294,05;-75969,65347
294,1;-75967,43447
294,15;-75965,21546
294,2;-75962,99646
294,25;-75960,77746
294,3;-75958,55845
294,35;-75956,33945
294,4;-75954,12044
294,45;-75951,90144
294,5;-75949,68244
294,55;-75947,46343
294,6;-75945,24443
294,65;-75943,02542
294,7;-75940,80642
294,75;-75938,58742
294,8;-75936,36841
294,85;-75934,14941
294,9;-75931,9304
294,95;-75929,7114
295;-75927,4924
295,05;-75925,27339
295,1;-75923,05439
295,15;-75920,83538
295,2;-75918,61638
295,25;-75916,39738
295,3;-75914,17837
295,35;-75911,95937
295,4;-75909,74036
295,45;-75907,52136
295,5;-75905,30236
295,55;-75903,08335
295,6;-75900,86435
295,65;-75898,64534
295,7;-75896,42634
295,75;-75894,20734
295,8;-75892,0302
295,85;-75889,8112
295,9;-75887,59219
295,95;-75885,37319
296;-75883,15418
296,05;-75880,93518
296,1;-75878,71618
296,15;-75876,49717
296,2;-75874,27817
296,25;-75872,05916
296,3;-75869,88203
296,35;-75867,66302
296,4;-75865,44402
296,45;-75863,22502
296,5;-75861,00601
296,55;-75858,78701
296,6;-75856,568
296,65;-75854,349
296,7;-75852,17186
296,75;-75849,95286
296,8;-75847,73386
296,85;-75845,51485
296,9;-75843,29585
296,95;-75841,07684
297;-75838,89971
297,05;-75836,6807
297,1;-75834,4617
297,15;-75832,2427
297,2;-75830,02369
297,25;-75827,84656
297,3;-75825,62755
297,35;-75823,40855
297,4;-75821,18954
297,45;-75818,97054
297,5;-75816,7934
297,55;-75814,5744
297,6;-75812,3554
297,65;-75810,13639
297,7;-75807,95926
297,75;-75805,74025
297,8;-75803,52125
297,85;-75801,30224
297,9;-75799,08324
297,95;-75796,9061
298;-75794,6871
298,05;-75792,4681
298,1;-75790,24909
298,15;-75788,07196
298,2;-75785,85295
298,25;-75783,63395
298,3;-75781,45681
298,35;-75779,23781
298,4;-75777,0188
298,45;-75774,7998
298,5;-75772,62266
298,55;-75770,40366
298,6;-75768,18466
298,65;-75766,00752
298,7;-75763,78852
298,75;-75761,56951
298,8;-75759,39238
298,85;-75757,17337
298,9;-75754,95437
298,95;-75752,73536
299;-75750,55823
299,05;-75748,33922
299,1;-75746,12022
299,15;-75743,94308
299,2;-75741,72408
299,25;-75739,54694
299,3;-75737,32794
299,35;-75735,10894
299,4;-75732,9318
299,45;-75730,7128
299,5;-75728,49379
299,55;-75726,31666
299,6;-75724,09765
299,65;-75721,87865
299,7;-75719,70151
299,75;-75717,48251
299,8;-75715,30537
299,85;-75713,08637
299,9;-75710,86736
299,95;-75708,7
300;-75706,5
